user_id,topic,solved_count
S352,Math,12
S352,Shell,1
S352,Stack,1
S352,String,7
S352,Tree,1
S352,Two Pointers,3
S352,Union Find,1
S352,nan,1
S353,Array,39
S353,Database,12
S353,Design,1
S353,Dynamic Programming,1
S353,Hash Table,6
S353,Linked List,2
S353,Math,10
S353,Stack,2
S353,String,4
S353,Two Pointers,2
S353,nan,3
S354,Array,53
S354,Backtracking,1
S354,Database,9
S354,Hash Table,7
S354,Linked List,1
S354,Math,12
S354,String,8
S354,Tree,4
S354,Two Pointers,1
S354,nan,6
S355,Array,47
S355,Database,8
S355,Design,1
S355,Dynamic Programming,2
S355,Hash Table,6
S355,Linked List,3
S355,Math,10
S355,String,5
S355,Tree,5
S355,nan,4
S356,Array,56
S356,Bit Manipulation,1
S356,Database,13
S356,Dynamic Programming,2
S356,Hash Table,2
S356,Linked List,2
S356,Math,8
S356,String,10
S356,Tree,2
S356,nan,2
S357,Array,44
S357,Backtracking,2
S357,Binary Search,2
S357,Bit Manipulation,1
S357,Concurrency,1
S357,Database,12
S357,Depth-First Search,1
S357,Design,1
S357,Dynamic Programming,3
S357,Graph,2
S357,Hash Table,6
S357,Math,11
S357,Shell,1
S357,String,5
S357,Tree,1
S357,nan,1
S358,Array,52
S358,Backtracking,1
S358,Binary Search,1
S358,Concurrency,1
S358,Database,7
S358,Divide and Conquer,1
S358,Dynamic Programming,2
S358,Hash Table,13
S358,Linked List,4
S358,Math,8
S358,String,9
S358,Tree,2
S358,Two Pointers,2
S358,nan,3
S359,Array,49
S359,Backtracking,1
S359,Binary Search,1
S359,Concurrency,1
S359,Database,9
S359,Depth-First Search,3
S359,Hash Table,6
S359,Math,6
S359,String,9
S359,Tree,2
S359,nan,6
S360,Array,53
S360,Backtracking,1
S360,Bit Manipulation,2
S360,Breadth-First Search,1
S360,Database,11
S360,Depth-First Search,1
S360,Graph,1
S360,Greedy,1
S360,Hash Table,6
S360,Linked List,2
S360,Math,7
S360,String,6
S360,Tree,4
S360,nan,2
S361,Array,51
S361,Backtracking,1
S361,Binary Search,1
S361,Bit Manipulation,1
S361,Database,11
S361,Design,1
S361,Divide and Conquer,1
S361,Dynamic Programming,3
S361,Hash Table,8
S361,Math,13
S361,Shell,1
S361,String,12
S361,Tree,1
S361,Two Pointers,5
S361,nan,1
S362,Array,54
S362,Backtracking,1
S362,Bit Manipulation,1
S362,Database,11
S362,Depth-First Search,2
S362,Dynamic Programming,1
S362,Hash Table,4
S362,Math,10
S362,Stack,1
S362,String,9
S362,Tree,5
S362,Two Pointers,1
S362,nan,7
S363,Array,61
S363,Database,5
S363,Depth-First Search,2
S363,Dynamic Programming,1
S363,Hash Table,4
S363,Math,6
S363,Stack,1
S363,String,11
S363,Tree,2
S363,Two Pointers,1
S363,Union Find,1
S363,nan,2
S364,Array,54
S364,Binary Search,1
S364,Database,11
S364,Depth-First Search,1
S364,Hash Table,7
S364,Math,12
S364,String,6
S364,Tree,2
S364,Two Pointers,2
S364,nan,6
S365,Array,46
S365,Backtracking,1
S365,Binary Search,1
S365,Database,11
S365,Depth-First Search,1
S365,Dynamic Programming,1
S365,Hash Table,5
S365,Linked List,1
S365,Math,10
S365,String,11
S365,Two Pointers,2
S365,nan,1
S366,Array,34
S366,Backtracking,1
S366,Binary Search,4
S366,Database,5
S366,Depth-First Search,1
S366,Hash Table,3
S366,Linked List,1
S366,Math,10
S366,Shell,2
S366,Stack,1
S366,String,9
S366,Tree,6
S366,Two Pointers,1
S366,nan,1
S367,Array,44
S367,Binary Search,1
S367,Database,12
S367,Depth-First Search,2
S367,Dynamic Programming,3
S367,Hash Table,9
S367,Linked List,1
S367,Math,6
S367,String,5
S367,Tree,3
S367,Two Pointers,1
S368,Array,56
S368,Bit Manipulation,1
S368,Database,9
S368,Divide and Conquer,1
S368,Dynamic Programming,1
S368,Hash Table,3
S368,Linked List,2
S368,Math,9
S368,String,12
S368,Tree,4
S368,Union Find,1
S368,nan,3
S369,Array,41
S369,Bit Manipulation,1
S369,Concurrency,1
S369,Database,8
S369,Depth-First Search,2
S369,Design,1
S369,Dynamic Programming,2
S369,Hash Table,5
S369,Math,6
S369,Shell,1
S369,String,6
S369,Tree,3
S369,Two Pointers,3
S369,nan,1
S370,Array,26
S370,Bit Manipulation,1
S370,Database,8
S370,Dynamic Programming,2
S370,Hash Table,3
S370,Math,3
S370,Stack,1
S370,String,11
S370,Tree,5
S370,Two Pointers,2
S370,nan,2
S371,Array,39
S371,Bit Manipulation,1
S371,Database,10
S371,Design,1
S371,Graph,1
S371,Hash Table,8
S371,Linked List,2
S371,Math,10
S371,Shell,1
S371,Stack,2
S371,String,5
S371,Tree,1
S371,Two Pointers,3
S371,Union Find,1
S372,Array,52
S372,Binary Search,3
S372,Database,4
S372,Depth-First Search,1
S372,Dynamic Programming,1
S372,Hash Table,5
S372,Linked List,1
S372,Math,8
S372,Shell,1
S372,String,12
S372,Tree,3
S372,Two Pointers,1
S372,nan,2
S373,Array,65
S373,Binary Search,1
S373,Bit Manipulation,1
S373,Database,12
S373,Depth-First Search,1
S373,Dynamic Programming,1
S373,Hash Table,4
S373,Linked List,1
S373,Math,4
S373,Stack,2
S373,String,5
S373,Tree,5
S373,Two Pointers,6
S373,nan,4
S374,Array,61
S374,Binary Search,1
S374,Bit Manipulation,1
S374,Concurrency,1
S374,Database,14
S374,Depth-First Search,2
S374,Graph,1
S374,Hash Table,7
S374,Linked List,4
S374,Math,12
S374,String,8
S374,Tree,2
S374,Two Pointers,2
S374,nan,4
S375,Array,40
S375,Database,7
S375,Dynamic Programming,2
S375,Hash Table,5
S375,Linked List,1
S375,Math,6
S375,String,12
S375,Tree,1
S375,nan,1
S376,Array,53
S376,Binary Search,1
S376,Database,13
S376,Depth-First Search,3
S376,Hash Table,8
S376,Linked List,1
S376,Math,11
S376,Shell,1
S376,Stack,3
S376,String,10
S376,Tree,4
S376,Two Pointers,1
S376,nan,4
S377,Array,56
S377,Bit Manipulation,1
S377,Concurrency,2
S377,Database,2
S377,Graph,1
S377,Hash Table,4
S377,Linked List,1
S377,Math,5
S377,String,8
S377,Tree,3
S377,nan,5
S378,Array,57
S378,Bit Manipulation,4
S378,Breadth-First Search,1
S378,Database,13
S378,Dynamic Programming,2
S378,Hash Table,5
S378,Linked List,4
S378,Math,6
S378,String,7
S378,Tree,2
S378,Two Pointers,1
S378,Union Find,1
S378,nan,5
S379,Array,55
S379,Concurrency,1
S379,Database,3
S379,Hash Table,4
S379,Linked List,1
S379,Math,7
S379,Stack,3
S379,String,8
S379,Two Pointers,3
S379,nan,1
S380,Array,45
S380,Bit Manipulation,2
S380,Database,8
S380,Depth-First Search,3
S380,Dynamic Programming,5
S380,Hash Table,6
S380,Linked List,2
S380,Math,9
S380,String,10
S380,Tree,6
S380,Two Pointers,2
S380,nan,3
S381,Array,39
S381,Database,7
S381,Dynamic Programming,1
S381,Hash Table,10
S381,Linked List,2
S381,Math,14
S381,Stack,1
S381,String,12
S381,Tree,4
S381,Two Pointers,1
S381,nan,2
S382,Array,40
S382,Database,6
S382,Depth-First Search,1
S382,Graph,1
S382,Hash Table,2
S382,Linked List,1
S382,Math,5
S382,String,4
S382,Tree,1
S382,Two Pointers,3
S382,nan,2
S383,Array,35
S383,Bit Manipulation,1
S383,Database,7
S383,Depth-First Search,1
S383,Hash Table,3
S383,Linked List,1
S383,Math,8
S383,String,9
S383,Tree,4
S383,Two Pointers,1
S383,nan,1
S384,Array,37
S384,Database,2
S384,Depth-First Search,1
S384,Dynamic Programming,4
S384,Graph,1
S384,Hash Table,8
S384,Linked List,3
S384,Math,8
S384,Stack,1
S384,String,13
S384,Tree,3
S384,Two Pointers,2
S384,nan,5
S385,Array,54
S385,Binary Search,1
S385,Bit Manipulation,1
S385,Concurrency,1
S385,Database,5
S385,Depth-First Search,1
S385,Divide and Conquer,1
S385,Dynamic Programming,3
S385,Hash Table,7
S385,Linked List,2
S385,Math,9
S385,Stack,1
S385,String,14
S385,Tree,1
S385,Two Pointers,1
S385,nan,1
S386,Array,46
S386,Database,7
S386,Dynamic Programming,3
S386,Graph,1
S386,Hash Table,1
S386,Linked List,1
S386,Math,10
S386,String,11
S386,Tree,2
S386,nan,1
S387,Array,55
S387,Concurrency,1
S387,Database,3
S387,Depth-First Search,1
S387,Design,3
S387,Dynamic Programming,2
S387,Greedy,1
S387,Hash Table,5
S387,Linked List,1
S387,Math,11
S387,String,12
S387,Tree,3
S387,Two Pointers,2
S387,nan,2
S388,Array,48
S388,Database,9
S388,Depth-First Search,1
S388,Divide and Conquer,1
S388,Dynamic Programming,1
S388,Hash Table,14
S388,Math,2
S388,String,11
S388,Tree,2
S388,Two Pointers,2
S388,nan,2
S389,Array,51
S389,Binary Search,1
S389,Database,11
S389,Divide and Conquer,1
S389,Dynamic Programming,3
S389,Graph,1
S389,Hash Table,12
S389,Linked List,3
S389,Math,4
S389,String,15
S389,Tree,4
S389,Two Pointers,4
S389,nan,3
S390,Array,65
S390,Binary Search,2
S390,Bit Manipulation,2
S390,Database,13
S390,Depth-First Search,1
S390,Design,1
S390,Dynamic Programming,1
S390,Hash Table,6
S390,Linked List,2
S390,Math,5
S390,Shell,1
S390,String,4
S390,Tree,5
S390,Two Pointers,3
S390,nan,2
S391,Array,36
S391,Bit Manipulation,1
S391,Breadth-First Search,1
S391,Database,9
S391,Depth-First Search,1
S391,Hash Table,8
S391,Math,6
S391,Stack,1
S391,String,7
S391,Tree,6
S391,Two Pointers,2
S391,Union Find,1
S391,nan,3
S392,Array,70
S392,Database,6
S392,Dynamic Programming,1
S392,Hash Table,12
S392,Linked List,3
S392,Math,11
S392,Shell,1
S392,Stack,1
S392,String,10
S392,Tree,2
S392,Two Pointers,2
S392,nan,1
S393,Array,55
S393,Database,12
S393,Depth-First Search,1
S393,Dynamic Programming,1
S393,Hash Table,5
S393,Linked List,3
S393,Math,10
S393,String,14
S393,Tree,7
S393,Two Pointers,1
S393,nan,6
S394,Array,44
S394,Backtracking,1
S394,Bit Manipulation,1
S394,Database,11
S394,Graph,1
S394,Hash Table,7
S394,Math,8
S394,Stack,2
S394,String,5
S394,Two Pointers,2
S394,nan,2
S395,Array,62
S395,Backtracking,1
S395,Binary Search,1
S395,Breadth-First Search,1
S395,Database,8
S395,Dynamic Programming,3
S395,Hash Table,7
S395,Math,11
S395,Stack,1
S395,String,7
S395,Tree,3
S395,Two Pointers,1
S395,nan,4
S396,Array,66
S396,Backtracking,1
S396,Breadth-First Search,1
S396,Database,13
S396,Dynamic Programming,1
S396,Graph,1
S396,Hash Table,5
S396,Linked List,2
S396,Math,17
S396,String,10
S396,Tree,4
S396,Two Pointers,5
S396,nan,2
S397,Array,51
S397,Backtracking,1
S397,Bit Manipulation,1
S397,Database,11
S397,Depth-First Search,1
S397,Divide and Conquer,1
S397,Hash Table,7
S397,Linked List,2
S397,Math,9
S397,Stack,1
S397,String,12
S397,Tree,4
S397,Two Pointers,2
S398,Array,56
S398,Bit Manipulation,1
S398,Database,11
S398,Hash Table,1
S398,Linked List,2
S398,Math,13
S398,Stack,1
S398,String,5
S398,Tree,4
S398,nan,2
S399,Array,42
S399,Binary Search,1
S399,Bit Manipulation,1
S399,Breadth-First Search,1
S399,Database,11
S399,Depth-First Search,1
S399,Design,1
S399,Hash Table,3
S399,Linked List,1
S399,Math,10
S399,String,9
S399,nan,4
S400,Array,34
S400,Database,11
S400,Hash Table,5
S400,Linked List,2
S400,Math,7
S400,Shell,1
S400,String,5
S400,Tree,3
S400,Two Pointers,4
S400,nan,5
S401,Array,43
S401,Bit Manipulation,1
S401,Database,6
S401,Depth-First Search,1
S401,Graph,1
S401,Hash Table,2
S401,Linked List,1
S401,Math,8
S401,String,6
S401,Tree,2
S401,Union Find,1
S401,nan,6
S402,Array,44
S402,Binary Search,2
S402,Database,5
S402,Design,1
S402,Dynamic Programming,1
S402,Graph,1
S402,Hash Table,2
S402,Math,9
S402,Stack,1
S402,String,11
S402,Tree,1
S402,Two Pointers,1
S402,Union Find,1
S402,nan,2
S403,Array,34
S403,Binary Search,1
S403,Database,10
S403,Depth-First Search,2
S403,Dynamic Programming,1
S403,Hash Table,4
S403,Math,10
S403,Stack,2
S403,String,8
S403,Tree,6
S403,Two Pointers,2
S403,nan,1
S404,Array,62
S404,Concurrency,1
S404,Database,9
S404,Dynamic Programming,2
S404,Hash Table,6
S404,Linked List,4
S404,Math,8
S404,Shell,2
S404,String,8
S404,Tree,7
S404,nan,5
S405,Array,64
S405,Binary Search,2
S405,Database,5
S405,Design,1
S405,Dynamic Programming,2
S405,Hash Table,11
S405,Math,3
S405,String,9
S405,Tree,7
S405,Two Pointers,2
S405,nan,7
S406,Array,52
S406,Backtracking,1
S406,Database,4
S406,Hash Table,11
S406,Linked List,1
S406,Math,13
S406,Stack,3
S406,String,9
S406,Tree,1
S406,nan,4
S407,Array,66
S407,Backtracking,1
S407,Binary Search,2
S407,Concurrency,1
S407,Database,9
S407,Depth-First Search,1
S407,Hash Table,11
S407,Linked List,4
S407,Math,6
S407,Stack,1
S407,String,6
S407,Tree,3
S407,Two Pointers,2
S407,nan,3
S408,Array,40
S408,Breadth-First Search,1
S408,Database,10
S408,Dynamic Programming,1
S408,Hash Table,7
S408,Linked List,2
S408,Math,3
S408,String,7
S408,Tree,4
S408,Two Pointers,2
S408,nan,2
S409,Array,54
S409,Binary Search,1
S409,Database,7
S409,Dynamic Programming,2
S409,Hash Table,13
S409,Linked List,2
S409,Math,11
S409,Shell,1
S409,Stack,2
S409,String,6
S409,Tree,5
S409,Two Pointers,2
S409,nan,2
S410,Array,44
S410,Bit Manipulation,2
S410,Database,5
S410,Hash Table,3
S410,Linked List,1
S410,Math,8
S410,Stack,2
S410,String,13
S410,Tree,3
S410,Two Pointers,2
S410,nan,5
S411,Array,40
S411,Binary Search,1
S411,Database,12
S411,Design,1
S411,Hash Table,6
S411,Linked List,1
S411,Math,16
S411,String,9
S411,Tree,6
S411,Two Pointers,2
S411,Union Find,1
S411,nan,5
S412,Array,48
S412,Bit Manipulation,1
S412,Database,9
S412,Depth-First Search,2
S412,Dynamic Programming,1
S412,Hash Table,4
S412,Linked List,1
S412,Math,5
S412,String,9
S412,Tree,2
S412,nan,2
S413,Array,59
S413,Bit Manipulation,1
S413,Database,12
S413,Design,2
S413,Dynamic Programming,1
S413,Hash Table,8
S413,Math,7
S413,String,7
S413,Tree,4
S413,Two Pointers,1
S413,nan,5
S414,Array,62
S414,Database,10
S414,Depth-First Search,1
S414,Divide and Conquer,1
S414,Dynamic Programming,4
S414,Enumeration,1
S414,Hash Table,3
S414,Linked List,3
S414,Math,7
S414,Stack,2
S414,String,7
S414,Tree,7
S414,Two Pointers,2
S414,nan,7
S415,Array,44
S415,Binary Search,1
S415,Bit Manipulation,1
S415,Database,14
S415,Dynamic Programming,1
S415,Hash Table,6
S415,Linked List,1
S415,Math,5
S415,String,5
S415,Tree,3
S415,nan,3
S416,Array,62
S416,Backtracking,1
S416,Binary Search,1
S416,Database,10
S416,Depth-First Search,3
S416,Dynamic Programming,2
S416,Hash Table,6
S416,Math,9
S416,String,10
S416,Tree,2
S416,Two Pointers,3
S416,nan,1
S417,Array,50
S417,Database,12
S417,Depth-First Search,4
S417,Design,1
S417,Dynamic Programming,2
S417,Hash Table,9
S417,Linked List,1
S417,Math,12
S417,Stack,2
S417,String,8
S417,Tree,2
S417,Two Pointers,1
S417,nan,4
S418,Array,52
S418,Binary Search,1
S418,Bit Manipulation,2
S418,Concurrency,1
S418,Database,16
S418,Depth-First Search,1
S418,Hash Table,5
S418,Linked List,5
S418,Math,9
S418,Stack,2
S418,String,10
S418,Tree,2
S418,Two Pointers,2
S418,nan,4
S419,Array,62
S419,Bit Manipulation,1
S419,Database,14
S419,Depth-First Search,3
S419,Dynamic Programming,2
S419,Graph,2
S419,Hash Table,9
S419,Linked List,1
S419,Math,9
S419,String,6
S419,Tree,8
S419,Two Pointers,1
S419,nan,2
S420,Array,71
S420,Binary Search,1
S420,Bit Manipulation,2
S420,Database,14
S420,Depth-First Search,1
S420,Divide and Conquer,1
S420,Dynamic Programming,2
S420,Hash Table,4
S420,Math,6
S420,String,9
S420,Tree,6
S420,Two Pointers,4
S420,nan,10
S421,Array,57
S421,Backtracking,1
S421,Bit Manipulation,1
S421,Concurrency,1
S421,Database,11
S421,Depth-First Search,1
S421,Dynamic Programming,1
S421,Hash Table,5
S421,Linked List,1
S421,Math,18
S421,String,10
S421,Tree,3
S421,Two Pointers,2
S421,nan,4
S422,Array,49
S422,Concurrency,1
S422,Database,8
S422,Divide and Conquer,1
S422,Dynamic Programming,1
S422,Hash Table,8
S422,Linked List,2
S422,Math,3
S422,String,7
S422,Tree,3
S422,Two Pointers,3
S422,Union Find,1
S422,nan,3
S423,Array,55
S423,Backtracking,1
S423,Bit Manipulation,3
S423,Database,10
S423,Depth-First Search,3
S423,Dynamic Programming,2
S423,Graph,1
S423,Hash Table,3
S423,Linked List,2
S423,Math,7
S423,String,6
S423,Tree,2
S423,Two Pointers,2
S423,nan,3
S424,Array,52
S424,Binary Search,1
S424,Bit Manipulation,1
S424,Database,16
S424,Depth-First Search,1
S424,Design,1
S424,Dynamic Programming,1
S424,Hash Table,6
S424,Linked List,2
S424,Math,7
S424,Shell,1
S424,Stack,1
S424,String,9
S424,Tree,3
S424,Two Pointers,1
S424,nan,4
S425,Array,56
S425,Binary Search,3
S425,Database,16
S425,Depth-First Search,2
S425,Dynamic Programming,1
S425,Hash Table,6
S425,Math,13
S425,Stack,1
S425,String,7
S425,Tree,4
S425,nan,2
S426,Array,48
S426,Binary Search,1
S426,Bit Manipulation,1
S426,Database,3
S426,Depth-First Search,1
S426,Design,1
S426,Hash Table,3
S426,Linked List,4
S426,Math,15
S426,Stack,1
S426,String,10
S426,Tree,2
S426,Two Pointers,2
S426,nan,1
S427,Array,53
S427,Database,17
S427,Hash Table,6
S427,Linked List,1
S427,Math,7
S427,Stack,1
S427,String,9
S427,Tree,2
S427,Two Pointers,1
S427,nan,1
S428,Array,49
S428,Bit Manipulation,1
S428,Concurrency,1
S428,Database,9
S428,Depth-First Search,1
S428,Dynamic Programming,3
S428,Hash Table,13
S428,Math,12
S428,Stack,1
S428,String,15
S428,Two Pointers,1
S428,Union Find,1
S428,nan,3
S429,Array,41
S429,Bit Manipulation,1
S429,Concurrency,1
S429,Database,10
S429,Hash Table,3
S429,Linked List,1
S429,Math,9
S429,String,1
S429,Tree,4
S429,Two Pointers,2
S429,nan,1
S430,Array,40
S430,Binary Search,2
S430,Database,8
S430,Depth-First Search,3
S430,Graph,2
S430,Hash Table,9
S430,Linked List,1
S430,Math,7
S430,String,6
S430,Tree,4
S430,Two Pointers,1
S430,nan,6
S431,Array,52
S431,Binary Search,1
S431,Bit Manipulation,1
S431,Database,10
S431,Depth-First Search,2
S431,Dynamic Programming,1
S431,Graph,1
S431,Hash Table,5
S431,Math,3
S431,String,6
S431,Tree,1
S431,Two Pointers,2
S431,nan,3
S432,Array,56
S432,Binary Search,1
S432,Breadth-First Search,1
S432,Database,6
S432,Design,1
S432,Dynamic Programming,1
S432,Graph,1
S432,Hash Table,6
S432,Linked List,1
S432,Math,3
S432,Stack,1
S432,String,13
S432,Tree,7
S432,nan,2
S433,Array,58
S433,Database,17
S433,Depth-First Search,2
S433,Design,1
S433,Divide and Conquer,1
S433,Dynamic Programming,2
S433,Hash Table,10
S433,Linked List,1
S433,Math,8
S433,String,6
S433,Tree,4
S433,Two Pointers,2
S433,nan,3
S434,Array,62
S434,Binary Search,1
S434,Database,6
S434,Dynamic Programming,2
S434,Hash Table,10
S434,Linked List,2
S434,Math,15
S434,String,11
S434,Tree,2
S434,nan,3
S435,Array,40
S435,Database,10
S435,Depth-First Search,1
S435,Dynamic Programming,2
S435,Hash Table,5
S435,Linked List,1
S435,Math,7
S435,Shell,1
S435,Sorting,1
S435,String,11
S435,Tree,3
S435,nan,3
S436,Array,46
S436,Database,10
S436,Dynamic Programming,2
S436,Hash Table,7
S436,Math,5
S436,Stack,1
S436,String,11
S436,Tree,3
S436,Two Pointers,3
S436,nan,9
S437,Array,40
S437,Binary Search,1
S437,Bit Manipulation,1
S437,Database,8
S437,Dynamic Programming,1
S437,Hash Table,5
S437,Linked List,1
S437,Math,5
S437,String,12
S437,Tree,4
S437,Two Pointers,2
S438,Array,51
S438,Bit Manipulation,1
S438,Concurrency,1
S438,Database,9
S438,Design,1
S438,Hash Table,6
S438,Linked List,2
S438,Math,10
S438,Stack,1
S438,String,10
S438,Tree,2
S438,Two Pointers,1
S438,Union Find,1
S438,nan,3
S439,Array,47
S439,Database,7
S439,Depth-First Search,1
S439,Dynamic Programming,5
S439,Graph,1
S439,Hash Table,5
S439,Linked List,1
S439,Math,8
S439,Stack,2
S439,String,14
S439,Tree,3
S439,Two Pointers,4
S439,nan,2
S440,Array,46
S440,Backtracking,1
S440,Bit Manipulation,1
S440,Database,10
S440,Depth-First Search,1
S440,Dynamic Programming,3
S440,Enumeration,1
S440,Graph,1
S440,Hash Table,5
S440,Linked List,2
S440,Math,10
S440,Shell,1
S440,Stack,1
S440,String,6
S440,Two Pointers,2
S440,nan,3
S441,Array,50
S441,Concurrency,1
S441,Database,13
S441,Depth-First Search,1
S441,Design,1
S441,Dynamic Programming,2
S441,Hash Table,4
S441,Linked List,2
S441,Math,8
S441,String,8
S441,Tree,4
S441,Two Pointers,2
S441,nan,5
S442,Array,38
S442,Bit Manipulation,1
S442,Concurrency,1
S442,Database,12
S442,Dynamic Programming,5
S442,Graph,1
S442,Hash Table,5
S442,Linked List,1
S442,Math,8
S442,Sorting,1
S442,Stack,4
S442,String,10
S442,Tree,7
S442,Two Pointers,2
S442,nan,3
S443,Array,42
S443,Concurrency,1
S443,Database,5
S443,Dynamic Programming,2
S443,Hash Table,3
S443,Math,7
S443,Stack,1
S443,String,7
S443,Tree,1
S443,Two Pointers,2
S443,nan,2
S444,Array,33
S444,Bit Manipulation,2
S444,Database,6
S444,Hash Table,4
S444,Linked List,2
S444,Math,9
S444,Stack,3
S444,String,7
S444,Tree,1
S444,nan,3
S445,Array,31
S445,Binary Search,1
S445,Bit Manipulation,2
S445,Breadth-First Search,1
S445,Database,8
S445,Depth-First Search,1
S445,Greedy,1
S445,Hash Table,1
S445,Math,6
S445,Stack,1
S445,String,11
S445,Tree,6
S445,Two Pointers,2
S445,nan,2
S446,Array,49
S446,Backtracking,1
S446,Database,8
S446,Dynamic Programming,1
S446,Graph,1
S446,Hash Table,8
S446,Linked List,2
S446,Math,5
S446,String,6
S446,Tree,1
S446,Two Pointers,2
S446,Union Find,1
S446,nan,3
S447,Array,40
S447,Breadth-First Search,1
S447,Concurrency,1
S447,Database,7
S447,Divide and Conquer,1
S447,Hash Table,4
S447,Linked List,1
S447,Math,8
S447,String,8
S447,Tree,6
S447,Two Pointers,2
S447,nan,3
S448,Array,50
S448,Binary Search,1
S448,Bit Manipulation,1
S448,Database,11
S448,Dynamic Programming,2
S448,Graph,1
S448,Hash Table,4
S448,Math,5
S448,Stack,1
S448,String,9
S448,Tree,2
S448,nan,2
S449,Array,37
S449,Bit Manipulation,1
S449,Database,13
S449,Dynamic Programming,3
S449,Hash Table,5
S449,Math,10
S449,String,12
S449,Tree,1
S449,nan,6
S450,Array,51
S450,Backtracking,1
S450,Binary Search,1
S450,Bit Manipulation,1
S450,Database,13
S450,Depth-First Search,1
S450,Hash Table,7
S450,Linked List,2
S450,Math,3
S450,Stack,1
S450,String,5
S450,Tree,3
S450,Two Pointers,1
S450,nan,4
S451,Array,40
S451,Database,10
S451,Hash Table,5
S451,Math,6
S451,Stack,1
S451,String,8
S451,Tree,4
S451,Two Pointers,1
S451,nan,5
S452,Array,37
S452,Backtracking,1
S452,Database,13
S452,Depth-First Search,1
S452,Dynamic Programming,2
S452,Hash Table,7
S452,Linked List,1
S452,Math,7
S452,Stack,1
S452,String,7
S452,Tree,1
S452,Two Pointers,1
S452,Union Find,1
S452,nan,2
S453,Array,83
S453,Backtracking,1
S453,Concurrency,1
S453,Database,7
S453,Depth-First Search,1
S453,Dynamic Programming,1
S453,Hash Table,7
S453,Linked List,3
S453,Math,16
S453,Stack,2
S453,String,13
S453,Tree,2
S453,Two Pointers,1
S454,Array,43
S454,Bit Manipulation,1
S454,Database,7
S454,Dynamic Programming,1
S454,Hash Table,8
S454,Linked List,3
S454,Math,8
S454,String,5
S454,Tree,5
S454,Two Pointers,1
S454,nan,6
S455,Array,46
S455,Binary Search,1
S455,Database,8
S455,Design,3
S455,Graph,1
S455,Hash Table,9
S455,Linked List,2
S455,Math,21
S455,String,10
S455,Tree,4
S455,Trie,1
S455,nan,3
S456,Array,63
S456,Bit Manipulation,2
S456,Database,8
S456,Dynamic Programming,2
S456,Graph,1
S456,Hash Table,6
S456,Math,16
S456,Shell,1
S456,String,12
S456,Tree,4
S456,Two Pointers,2
S456,nan,3
S457,Array,53
S457,Bit Manipulation,1
S457,Database,9
S457,Dynamic Programming,2
S457,Hash Table,7
S457,Linked List,1
S457,Math,11
S457,String,4
S457,Tree,2
S457,Two Pointers,1
S457,nan,1
S458,Array,40
S458,Binary Search,1
S458,Database,6
S458,Depth-First Search,1
S458,Hash Table,6
S458,Linked List,1
S458,Math,8
S458,String,11
S458,Tree,1
S458,Two Pointers,4
S458,nan,3
S459,Array,47
S459,Database,15
S459,Depth-First Search,1
S459,Dynamic Programming,1
S459,Hash Table,2
S459,Linked List,2
S459,Math,7
S459,Shell,1
S459,Sorting,1
S459,Stack,4
S459,String,4
S459,Tree,1
S459,Two Pointers,2
S460,Array,48
S460,Bit Manipulation,1
S460,Concurrency,1
S460,Database,13
S460,Depth-First Search,2
S460,Divide and Conquer,1
S460,Dynamic Programming,1
S460,Hash Table,7
S460,Linked List,1
S460,Math,11
S460,Stack,1
S460,String,5
S460,Tree,3
S460,Two Pointers,3
S460,nan,6
S461,Array,42
S461,Binary Search,1
S461,Database,17
S461,Design,1
S461,Dynamic Programming,1
S461,Graph,1
S461,Hash Table,8
S461,Linked List,1
S461,Math,8
S461,Stack,1
S461,String,11
S461,Tree,1
S461,nan,1
S462,Array,41
S462,Binary Search,1
S462,Database,9
S462,Hash Table,3
S462,Linked List,5
S462,Math,11
S462,String,3
S462,Tree,5
S462,Two Pointers,3
S462,nan,3
S463,Array,59
S463,Binary Search,1
S463,Bit Manipulation,2
S463,Database,13
S463,Depth-First Search,1
S463,Design,1
S463,Dynamic Programming,2
S463,Graph,1
S463,Greedy,1
S463,Hash Table,6
S463,Math,16
S463,Stack,2
S463,String,9
S463,Tree,4
S463,Two Pointers,3
S463,nan,6
S464,Array,55
S464,Binary Search,1
S464,Bit Manipulation,2
S464,Database,8
S464,Depth-First Search,1
S464,Design,1
S464,Dynamic Programming,3
S464,Graph,1
S464,Hash Table,6
S464,Math,5
S464,String,6
S464,Tree,1
S464,Two Pointers,3
S464,Union Find,2
S464,nan,2
S465,Array,29
S465,Bit Manipulation,2
S465,Database,4
S465,Depth-First Search,2
S465,Design,1
S465,Hash Table,1
S465,Linked List,1
S465,Math,4
S465,Stack,2
S465,String,10
S465,Tree,1
S465,Two Pointers,3
S465,nan,2
S466,Array,38
S466,Binary Search,1
S466,Bit Manipulation,1
S466,Database,6
S466,Depth-First Search,1
S466,Design,2
S466,Greedy,1
S466,Hash Table,8
S466,Math,9
S466,Stack,2
S466,String,4
S466,Tree,7
S466,Two Pointers,1
S466,nan,6
S467,Array,69
S467,Binary Search,1
S467,Breadth-First Search,1
S467,Database,6
S467,Dynamic Programming,1
S467,Hash Table,5
S467,Math,7
S467,Shell,2
S467,String,6
S467,Tree,4
S467,Two Pointers,2
S467,nan,2
S468,Array,46
S468,Database,7
S468,Graph,1
S468,Hash Table,4
